region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
Latin America & Caribbean,LAC,Panama,PAN,2011,national,EH,national,2011,income,5,2008 - 2019,2.15,0.0245223681493548,0.0068161724605833255,0.0032047010233897605,0.007821364673440226,25.549213740621713,16.019879313785733,0.4845485194306338,0.5134831487183772,0.4750083063090659,0.011300628232619965,0.022889891293211395,0.033682627449896814,0.04464049093927158,0.05631425671250391,0.07003392099835459,0.08849132285064207,0.11470060365870888,0.16130275886032086,0.39664349900447415,0.8709020529207576,0.508052527904511,3706479,11193.990315251996,6085.744004334658,FALSE,micro,survey
Latin America & Caribbean,LAC,Panama,PAN,2012,national,EH,national,2012,income,5,2008 - 2019,2.15,0.03465145696192152,0.01085156265777366,0.004853270782569931,0.013532247570995725,25.858726883562895,16.13799133120986,0.5027278841069633,0.5173995612001872,0.48292262623218885,0.009881852970506266,0.022001835571126224,0.03351131542853491,0.044260610951285334,0.0563078571931491,0.07039638551283636,0.08835213704126085,0.11444371887906768,0.164156354605562,0.3966879318466715,0.9232725549894935,0.508052527904511,3770635,12079.544672500975,6212.846140072758,FALSE,micro,survey
Latin America & Caribbean,LAC,Panama,PAN,2013,national,EH,national,2013,income,5,2008 - 2019,2.15,0.022445592702287458,0.005987575428315788,0.002680510229178539,0.00654433002085873,26.787372968520284,16.894323242587845,0.487325869428584,0.5145719500333703,0.4795447589028725,0.011167328935259152,0.022307092915435568,0.03302046871566156,0.044123435599772096,0.05649602144525637,0.07068680157467563,0.088210424763918,0.11435646774698532,0.16354348274477976,0.39608847555825233,0.9614189700765923,0.508052527904511,3835447,12695.234873902938,6591.606976528159,FALSE,micro,survey
Latin America & Caribbean,LAC,Panama,PAN,2014,national,EH,national,2014,income,5,2008 - 2019,2.15,0.028937746057083307,0.00887004920243331,0.004304690839169525,0.010765363804943985,26.9111563011063,17.49350552530953,0.47761874785300507,0.504668693169575,0.46281186756324016,0.010432293325743143,0.023127664402677085,0.034609421842252255,0.04616341162045458,0.058133464720325725,0.07256108805143238,0.0905572496199834,0.11612121577278883,0.16335559889312168,0.3849385917512236,0.98275510054904,0.508052527904511,3901311,13113.266472733656,6965.066929380959,FALSE,micro,survey
Latin America & Caribbean,LAC,Panama,PAN,2015,national,EH,national,2015,income,5,2008 - 2019,2.15,0.015139548529737125,0.004044014561541639,0.0019206157768649923,0.004134751457670371,29.39591716407188,18.7555405276117,0.47519691060024893,0.5080666314561102,0.4710536365044956,0.01134155421915062,0.023051511601433046,0.034478545597010656,0.04524897218109847,0.05690611702726453,0.07145653514183914,0.0892010915461392,0.11532516741460386,0.16276799537007974,0.39022250990137364,0.9920204041017491,0.508052527904511,3968490,13630.301141130103,7041.26758540402,FALSE,micro,survey
Latin America & Caribbean,LAC,Panama,PAN,2016,national,EH,national,2016,income,5,2008 - 2019,2.15,0.015169267308793576,0.004053753977876861,0.0019158829159794915,0.004391643310857075,30.892590173226893,19.876503908363794,0.4727049716510013,0.5040773378206999,0.4849896422826803,0.010751767249751586,0.022725788632784048,0.034419439903343285,0.04516209257776016,0.05705230099071666,0.07216337455306235,0.09098883780553685,0.11860386218502228,0.1696252030681727,0.37850733303385453,0.9929779527543561,0.508052527904511,4037073,14062.443662445057,7410.923562347216,FALSE,micro,survey
Latin America & Caribbean,LAC,Panama,PAN,2017,national,EH,national,2017,income,5,2008 - 2019,2.15,0.020971285751466808,0.007745737512206446,0.004745471677928711,0.006595819796244364,30.720894622311203,20.362755877175438,0.46609541952283357,0.4988850259167593,0.45520064883182093,0.01095653572654632,0.02344425711258482,0.03488211125205229,0.04654621998305192,0.05932305465962867,0.07360862128601431,0.09144477939488638,0.11799452949341738,0.16472203886803072,0.37707785222378365,0.9968081473647912,0.508052527904511,4106764,14596.74109328749,7457.236679809195,FALSE,micro,survey
Latin America & Caribbean,LAC,Panama,PAN,2018,national,EH,national,2018,income,5,2008 - 2019,2.15,0.014056448898632225,0.00407175386971822,0.0020240170585953694,0.004237530506230035,32.38716722908137,21.425737322715435,0.4497478736502862,0.4921247336244875,0.4597905266730182,0.011665748444675246,0.02405404773120927,0.035811231479241035,0.0468424197233908,0.0595273164424569,0.07462215823611124,0.09319643009465578,0.11845657992918768,0.16474430587304228,0.3710797620460329,1.0098126156158556,0.508052527904511,4176868,14880.662777879292,7568.418690283971,FALSE,micro,survey
Latin America & Caribbean,LAC,Panama,PAN,2019,national,EH,national,2019,income,5,2008 - 2019,2.15,0.010040995362511297,0.0035730963238181385,0.0020785274654402572,0.004088308422369139,33.49604988510779,21.85406090453206,0.45668356784916453,0.4983833602790184,0.46083819441132795,0.011927774060884407,0.023960139851911106,0.03513954387025088,0.04608129168510869,0.05856273772037887,0.07309838313414646,0.09112468609353655,0.11637308757211057,0.16341886980827658,0.380313486203393,1.0071314793885515,0.508052527904511,4246440,15073.000756884505,7580.305402298164,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,1985,national,ENNIV,national,1985.5,consumption,0,1985 - 1994,2.15,0.03518952497861102,0.009291163369186707,0.003805728261053948,0.012832668646459988,13.339256855358544,9.06784763679001,0.3629466738503554,0.4563498240253612,0.41124385319344714,0.017889370553193267,0.030538825885820107,0.04093968599505882,0.05091079516850454,0.06166300669161617,0.07540507261762275,0.09273664282691474,0.11756078918989599,0.16080532673780612,0.35155048433356717,0.517732747776903,1.89358270168304,19772871,3326.7602825433846,2184.171506270558,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,1994,national,ENNIV,national,1994,consumption,0,1985 - 1994,2.15,0.17491875436468066,0.05452385326036724,0.023889947638237354,0.07477224167308918,6.4859904730049145,4.690316495153986,0.3394947916810581,0.44023988653977275,0.39923607094586905,0.018303424440180717,0.030265943125368053,0.04145372155147969,0.05267769637394358,0.0650406043798776,0.07983424953674226,0.09761533544240086,0.122036523258779,0.16065038529609832,0.332122116595126,0.40739344070722444,1.89358270168304,23851405,3002.3963377478235,2080.2788261779224,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,1997,national,ENAHO,national,1997,income,1,1997 - 1999,2.15,0.19884159623770428,0.08203799106596595,0.04585016752928003,0.12916499281590266,8.5482569065028855,5.200813350672053,0.5373847239511805,0.5325936388742041,0.5101895690708328,0.00951826608321045,0.02015152086344004,0.030281634285266916,0.04162909750968985,0.05467362642323556,0.06936796268284828,0.08806432974365319,0.11573590359463237,0.16265366099126866,0.407923997822753,0.5595723010230026,1.89358270168304,25210957,3339.5417747705765,2286.3553492447695,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,1998,national,ENAHO,national,1998,income,1,1997 - 1999,2.15,0.19490759324113702,0.07847571092116327,0.044132959673518386,0.1242900962292562,8.972408518059954,5.177452766367907,0.5706796136300721,0.5512151830251443,0.50847713129956,0.00923209078308276,0.019904367402230713,0.02982543706408867,0.040489103724315,0.051634165246020935,0.06486171848800518,0.0823241599544528,0.10838019054094183,0.1573455912332783,0.4360031755635755,0.5932758997117207,1.89358270168304,25658070,3268.4998012889623,2202.1133943451005,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,1999,national,ENAHO,national,1999,income,1,1997 - 1999,2.15,0.1933591020010827,0.0805065082847302,0.044954666196359655,0.12816100402421104,8.7593151977797,5.109224205462266,0.5645491308050549,0.5482889232429659,0.5056063474681106,0.00944726537622266,0.0199125967934725,0.03034093470155947,0.04043242610254192,0.05207550238570623,0.06532452306413247,0.08447660672887253,0.10862083679320456,0.15307660811658963,0.4362926999376966,0.6156408607536507,1.89358270168304,26078295,3263.9050804252743,2135.5583646736786,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2000,national,ENAHO,national,2000,income,2,2000 - 2003,2.15,0.1926862648219036,0.07337899161272678,0.03932691914213564,0.11217452148571555,7.718007382877758,5.18985921374585,0.44807278834009084,0.49073363278058857,0.46103315806626116,0.011702355285359914,0.023605691822810408,0.03495807520279092,0.04696403263589785,0.060021610673266446,0.07570146228659999,0.09381972927468718,0.12071590225952383,0.1647670439752963,0.3677440965837595,0.6402731113306626,1.89358270168304,26459944,3303.5009365593683,2157.877293267617,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2001,national,ENAHO,national,2001,income,2,2000 - 2003,2.15,0.20322509344113523,0.07679809667022543,0.04046655289533934,0.11568677248956669,7.794015996523343,4.934786868763696,0.48595921032438977,0.5130633346979149,0.4848015990235028,0.011488392487641271,0.02250118003316944,0.03278419276490607,0.04390182009594788,0.056073384197891235,0.07139584709419813,0.09044325063575531,0.1167351250133718,0.16329216347116055,0.391384644205951,0.6417030409760069,1.89358270168304,26799289,3281.8240904199192,2151.949398561033,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2002,national,ENAHO,national,2002,income,2,2000 - 2003,2.15,0.1757169748295561,0.06688935838525747,0.034961740454256485,0.09944685631980597,8.998949433972422,5.470426726790304,0.5290280716030565,0.5356592289403113,0.485495275227198,0.010761610005945268,0.02132957441685549,0.03121850190881542,0.04148991196617713,0.05359122943110767,0.06794448875919884,0.08556462459639577,0.11079044062686816,0.15664958469059798,0.42066003359801984,0.6509866338138516,1.89358270168304,27100964,3422.2753502190835,2231.6513438037487,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2003,national,ENAHO,national,2003,income,2,2000 - 2003,2.15,0.14712230516411412,0.04800257948761486,0.022442838817228423,0.0676787587636327,9.33361124381104,5.5635566620320525,0.5043733766867439,0.5308132749224508,0.4808360900110647,0.012973119821487515,0.023164899314052585,0.031898854861206694,0.04179171102109114,0.05314430511998519,0.06677712986751014,0.08377949168989682,0.10926950437285193,0.1551889052127292,0.42201207871918256,0.6605637626307961,1.89358270168304,27372217,3529.4873429965887,2265.0826509629005,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2004,national,ENAHO,national,2004,income,3,2004 - 2020,2.15,0.16331991195420867,0.05616752714436664,0.027148333331079372,0.08042817948754,8.499006764509122,5.571851736065075,0.4513693748400093,0.49880850380604647,0.46035176301959285,0.013028833486979668,0.024011002460179676,0.03404278339284458,0.045626228863972926,0.05846305191277994,0.07300954571785609,0.0911173679548069,0.11724917089868137,0.16392103148987142,0.3795309838220262,0.6836395329010047,1.89358270168304,27624226,3670.6913810284814,2320.6633082307317,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2005,national,ENAHO,national,2005,income,3,2004 - 2020,2.15,0.17828661144629385,0.06601225549264365,0.03301995473751427,0.09711630821984178,8.130909331311013,5.272891608194917,0.465469190572018,0.5045135662734148,0.471074240509296,0.012403272618388961,0.023230693933715667,0.033525800181912604,0.04466710961646039,0.05755724525996843,0.07284640030656575,0.0913777226806067,0.1169497035305152,0.16230712605065128,0.3851349258212109,0.6946891551583163,1.89358270168304,27866140,3867.5273997832746,2384.7281102199295,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2006,national,ENAHO,national,2006,income,3,2004 - 2020,2.15,0.15604822613112276,0.056850331272743374,0.028071458352221197,0.08209148011980581,9.151077335890433,5.989495962095787,0.4668929726922235,0.5033285748582363,0.4706881743575465,0.011886129301735455,0.022682561515201375,0.03346537616532771,0.045046383692424946,0.05823988473997123,0.07351913834073492,0.09232531476208258,0.11830166868899794,0.1629008913023956,0.38163265149111647,0.7085986367063172,1.89358270168304,28102055,4123.797525074167,2511.596402132489,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2007,national,ENAHO,national,2007,income,3,2004 - 2020,2.15,0.13240406997744547,0.045986177014470074,0.02235295255527355,0.066250287973747,10.284409435098032,6.797125825938813,0.463381544972611,0.5002204079292047,0.46300857444353355,0.011833276169677161,0.02273541471597169,0.033774464328455135,0.045863916888439646,0.05918459638970605,0.07396402037044969,0.09217171531175872,0.11894518356376105,0.1635217890201111,0.3780056232416611,0.7212115943654713,1.89358270168304,28333050,4438.5939614490335,2706.587259575796,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2008,national,ENAHO,national,2008,income,3,2004 - 2020,2.15,0.10950465689715805,0.035684520961868214,0.01659401739915934,0.050286380534983424,10.66945534884767,7.454088100538295,0.4157482207518657,0.4748733791288847,0.43733122419322923,0.013009347983166516,0.02493952948124977,0.03696181807610853,0.048999547305226654,0.06227339940164098,0.07799556658364801,0.09628768759950934,0.1217054446812556,0.1638188285701545,0.3540088303180494,0.7629400390094735,1.89358270168304,28562321,4804.804797429616,2923.7564529353535,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2009,national,ENAHO,national,2009,income,3,2004 - 2020,2.15,0.0882283676993851,0.027879607430308026,0.012768409633856885,0.03905675040156358,11.132867885628182,7.730569963374924,0.4017933521139606,0.4700658072240198,0.4320159161527651,0.014005710568407406,0.02636989657547883,0.0378108463120442,0.049500852321409564,0.062293023328154506,0.07710475735039579,0.09565718002279039,0.1212986600287203,0.16401134548688162,0.35194772800572915,0.7853416820720001,1.89358270168304,28792663,4818.597211880379,2989.4845829123574,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2010,national,ENAHO,national,2010,income,3,2004 - 2020,2.15,0.0683575811258462,0.020592844918309722,0.008917823580839104,0.028271147199555945,11.649760771590431,8.334382705079916,0.3745758788187664,0.45537925567913806,0.40695182089897924,0.015260498467210937,0.027932614160916972,0.039911054702933386,0.05191784209099329,0.06452683765372497,0.07924405871286747,0.09661690631095077,0.12112980902127163,0.1612578898484089,0.3422024890307366,0.7973442460418245,1.89358270168304,29027680,5177.841284222657,3235.1415035380505,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2011,national,ENAHO,national,2011,income,3,2004 - 2020,2.15,0.06508266031040062,0.018958020156412014,0.008082213268488892,0.026020113052365495,12.040680533306857,8.868471330667377,0.36222325212960377,0.44660151864550834,0.39232323817088044,0.015270810391058594,0.02871511191405102,0.040686131290999836,0.05305361118078987,0.0667420523577501,0.08107898868764998,0.0984939717395214,0.121392233490631,0.15978225905535115,0.33478482989220304,0.8242092332721622,1.89358270168304,29264314,5460.935650758838,3440.0751920600137,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2012,national,ENAHO,national,2012,income,3,2004 - 2020,2.15,0.060819691426521744,0.018165863351647552,0.007950798912220414,0.024978541779489417,12.700301451529489,9.3973816626466,0.360360733189082,0.4444040867027129,0.3893629897583043,0.014929923296293413,0.02886744885094926,0.04137048529625733,0.05364186215309852,0.06696813660379858,0.08121352261846984,0.0982750036476393,0.12150221865585364,0.16069280814984788,0.33253859072779535,0.8543399544887448,1.89358270168304,29506790,5748.590834688337,3665.487253510881,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2013,national,ENAHO,national,2013,income,3,2004 - 2020,2.15,0.05426511991340107,0.015693429842094382,0.006597557063762993,0.021303658176366303,12.82167486200062,9.484904311084897,0.3488659998082265,0.4388289662627358,0.39136397081982466,0.015657771000138404,0.02965655356686321,0.041952864353206276,0.05404054826012959,0.06692834764130268,0.08184410140559187,0.09891810023562175,0.12186195647890025,0.1622621680371874,0.3268775890210538,0.878318863604385,1.89358270168304,29773986,6030.420248931405,3840.833257808487,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2014,national,ENAHO,national,2014,income,3,2004 - 2020,2.15,0.04829549187433129,0.01341175965371215,0.005602508471981849,0.018277089586626667,12.906350643755555,9.629412721381586,0.33569826087828525,0.43139225320419394,0.38302676757750737,0.016362870432182958,0.030534296755603187,0.042822168186737654,0.05514707468684345,0.06800821810828767,0.08235677727018026,0.09926262014500725,0.12282943882812464,0.1612671762878205,0.32140935929921755,0.9068199419523753,1.89358270168304,30090372,6109.15688391125,3960.9535993700574,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2015,national,ENAHO,national,2015,income,3,2004 - 2020,2.15,0.04741669978616247,0.013246687778662022,0.005585245368029596,0.01796178302653334,13.010905594758604,9.604249110791335,0.337789642834079,0.43356400128235884,0.3773993397877473,0.016321918811349125,0.03094447661524507,0.043489069608256284,0.05535337019040369,0.06748821575748579,0.08089677824552022,0.09735500218986842,0.1211048761997841,0.16093855317793482,0.32610773920414426,0.9390056471453632,1.89358270168304,30470739,6229.10067398112,4068.6884959702134,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2016,national,ENAHO,national,2016,income,3,2004 - 2020,2.15,0.04618025374967138,0.012517016371444322,0.005133242229233404,0.016733874902691594,13.45174127385942,9.903754218016191,0.3425687086352471,0.43639256207598076,0.3882956317180304,0.01620379743474765,0.03022967647513004,0.04216301596454779,0.054758021549061425,0.06699785517304313,0.08106972936441145,0.09852589326593558,0.12200672548872998,0.16246851468457912,0.3255767705998265,0.9727357688207813,1.89358270168304,30926036,6380.025856602836,4158.832090365018,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2017,national,ENAHO,national,2017,income,3,2004 - 2020,2.15,0.04497059300009277,0.012237504643389201,0.005050498555377135,0.016439729089915665,13.282298520400953,9.836351893971937,0.3364498846515936,0.4329279002664619,0.387516381869281,0.016596352514321892,0.03073020825199055,0.0428287335383822,0.054481906372174135,0.06716974582505336,0.08168091886679577,0.09935403019466238,0.12291912012320777,0.16124278500276845,0.32299619931066526,1,1.89358270168304,31444299,6432.9243294982,4198.44385155646,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2018,national,ENAHO,national,2018,income,3,2004 - 2020,2.15,0.035692993111258016,0.009472731940187698,0.0037752243875595324,0.012600307323372601,13.642750565488862,10.165175502619885,0.31898598048602955,0.4238764789835111,0.37826435412989046,0.017724891331521615,0.03210137049835285,0.044083752578888226,0.05571739537481134,0.0679777281605268,0.0816323045105565,0.09896305586355703,0.12292408225377871,0.1626311116810818,0.3162443077469329,1.0131764494614526,1.89358270168304,31989265,6574.316690048821,4284.902217925388,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2019,national,ENAHO,national,2019,income,3,2004 - 2020,2.15,0.029780640035687637,0.007675925206082088,0.0031212281853699383,0.01036422418323502,13.838712266955438,10.437995057357892,0.305593534666671,0.4156278463518366,0.36895038217243564,0.018583345665320106,0.03331776735083175,0.04522130535506784,0.05672285293496716,0.06877175343453432,0.08279089729796699,0.10007334504088011,0.12247250938585724,0.1605657601833066,0.31148046335125934,1.034829608972702,1.89358270168304,32510462,6611.492764457853,4353.039333680758,FALSE,micro,survey
Latin America & Caribbean,LAC,Peru,PER,2020,national,ENAHO,national,2020,income,3,2004 - 2020,2.15,0.05825760661016055,0.017783248399529064,0.008711143657653206,0.028653196317539244,10.92407156750515,7.928694851286821,0.3442471101543574,0.4379413696975234,0.3943484141032623,0.017284569344426202,0.03069543494815473,0.042410096197603504,0.05343045873406525,0.06567024826411247,0.07994371806446207,0.09763742439634787,0.12182787728333982,0.16211730635307708,0.328982866414417,1.0537261420107624,1.89358270168304,32971846,5792.187940236434,3914.623407932609,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,1985,national,FIES,national,1985,consumption,0,1985 - 1994,2.15,0.28730370311731235,0.07649999968605406,0.027010611497594095,0.09955254300150979,4.3675259474507,3.1344112289766586,0.27996758991794823,0.4103743554912078,0.35332953567050085,0.027688973266679073,0.03665646140169332,0.04575343242496133,0.05535827452990272,0.06596280801519061,0.07832633639578823,0.0938368338397193,0.11560988030052455,0.15345847304477034,0.32734852678077053,0.15763465276394736,19.3925170898438,54275836,1564.2174969848527,1079.0023195888089,FALSE,group,survey
East Asia & Pacific,EAP,Philippines,PHL,1988,national,FIES,national,1988,consumption,0,1985 - 1994,2.15,0.2576087005477856,0.06463908208676666,0.023544177157766268,0.08211930202691911,4.58240811304669,3.251512419696378,0.2733225044403792,0.40746267414962645,0.36566515020861495,0.02674801675374338,0.03817525830809607,0.04628243457815648,0.05503212768026311,0.06516586345557329,0.07767222309973415,0.0945950130478811,0.11837784875933499,0.1582612126236519,0.3196900016935702,0.18893203447856108,19.3925170898438,58794999,1664.3397345773199,1137.4417965432833,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,1991,national,FIES,national,1991,consumption,0,1985 - 1994,2.15,0.27195014855311844,0.07080813002292574,0.024203198668908826,0.09159756794535576,4.910716971087882,3.3342286581089065,0.31943346232117203,0.43823551423366447,0.3951033444206107,0.02545840043335279,0.03338607829358242,0.04185843144793233,0.05120308418090691,0.06191043605856583,0.0747983069131446,0.09141910323736924,0.11531530419737013,0.15770046095631618,0.3469503942814596,0.2837070622102516,19.3925170898438,63454785,1680.5949069364447,1192.574136156198,FALSE,group,survey
East Asia & Pacific,EAP,Philippines,PHL,1994,national,FIES,national,1994,consumption,0,1985 - 1994,2.15,0.255803357987168,0.06555453329655847,0.022126082882345022,0.08461199471164241,4.978883034511885,3.454641517075519,0.30554420954237527,0.42888387470186184,0.39091771767247696,0.025578918336021106,0.03388478075978463,0.04268491033734523,0.05231787401317023,0.06328116028596054,0.07639545400780334,0.09320813646954729,0.11723127633568198,0.15950108242751448,0.3359164070271712,0.36312032323238475,19.3925170898438,68180846,1675.09663486879,1224.8579546082888,FALSE,group,survey
East Asia & Pacific,EAP,Philippines,PHL,1997,national,FIES,national,1997,consumption,1,1997,2.15,0.18161642250345472,0.042580051073617405,0.01470680769922905,0.053257700376189536,6.2431727512901585,4.070842788223121,0.35513642210020213,0.4596220753309074,0.41599636960311664,0.022355729150784237,0.03197821813670998,0.039920092202199026,0.04888956063519115,0.05923826910727911,0.07238032084458002,0.08971984462993576,0.11466399700627017,0.15815057547062006,0.3627033928164274,0.44023812760601416,19.3925170898438,73030879,1821.902308670735,1303.9781381195999,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,2000,national,FIES,national,2000,consumption,2,2000 - 2000,2.15,0.15031991183631224,0.03171226899455012,0.010048807167701481,0.038751984155938723,5.914082602491129,4.026300451609197,0.3024089990415686,0.4279947242005685,0.3771425057670308,0.02589435274417922,0.03635317484622298,0.044357206856626565,0.05267396353274752,0.06253673022857573,0.07462905938462314,0.09091838207113018,0.11459469324709487,0.1574216522029217,0.340620784885876,0.5294282454645881,19.3925170898438,77991757,1830.9132440798865,1382.2956387884492,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,2000,national,FIES,national,2000,income,2,2000 - 2000,2.15,0.1445070280941333,0.03259990519006018,0.011057652110985288,0.04063826269428951,7.211806131413069,4.534609524035479,0.3821869541337931,0.47652698294817775,0.4370977846540042,0.020842263040113187,0.0303161089756542,0.03820401986156741,0.04672389821477432,0.056942452334644095,0.06963510870056061,0.08700230257537528,0.113060390172044,0.1602793711259125,0.37699408499935594,0.5294282454645881,19.3925170898438,77991757,1830.9132440798865,1382.2956387884492,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,2003,national,FIES,national,2003,consumption,3,2003 - 2018,2.15,0.13634614155693672,0.029507631573895028,0.009530990774440255,0.036208270217609646,6.0221962691088615,4.2299117160024915,0.28329582802491965,0.4149465784544365,0.37433940293818085,0.02577160946101343,0.03677007757015944,0.04535065745210029,0.05432684426904473,0.0645771339756965,0.07710288778399546,0.09360006416653044,0.1175346547096301,0.1600011419242654,0.32496492868756177,0.5862328324683482,19.3925170898438,83051970,1931.10880056426,1494.345379603066,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,2003,national,FIES,national,2003,income,3,2003 - 2018,2.15,0.13599287789003228,0.03261540379142195,0.011582591699624823,0.041146792377319136,7.199181773388495,4.651210695895937,0.3665061639434116,0.46576449147255206,0.4263375282985437,0.020684346265243778,0.030996645193706228,0.03942279646120262,0.04843400184347081,0.05872113785285596,0.07191590666126624,0.08915955099406198,0.11451521374835161,0.16021268149055967,0.3659377194892838,0.5862328324683482,19.3925170898438,83051970,1931.10880056426,1494.345379603066,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,2006,national,FIES,national,2006,consumption,3,2003 - 2018,2.15,0.15298533393577904,0.03261034344293729,0.010440298842873987,0.03997654392962357,6.1282739116569065,4.192953776918562,0.3031988067400531,0.42858839607673704,0.40279208178443576,0.02478664025869014,0.03481818947001533,0.0431453564102359,0.051825531703081365,0.0622337978115835,0.07572330717815112,0.09328498876913399,0.11916465791331265,0.16345277583961682,0.3315647546461774,0.6906336508816576,19.3925170898438,87888675,2149.329937835023,1627.2781741022602,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,2006,national,FIES,national,2006,income,3,2003 - 2018,2.15,0.14935127011715157,0.03556174248608057,0.01241633696772644,0.04469769007880416,7.176681421968473,4.542880816341136,0.375496084149188,0.47197729326065696,0.45332249997071894,0.020350294654965285,0.029914083919814958,0.03806969986791812,0.04672845387051747,0.05721136875148902,0.070609558359059,0.08899882711091534,0.11668130185375686,0.1655442169473198,0.36589219466425105,0.6906336508816576,19.3925170898438,87888675,2149.329937835023,1627.2781741022602,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,2009,national,FIES,national,2009,consumption,3,2003 - 2018,2.15,0.11126217186232693,0.022133348927399654,0.0067613796993549885,0.02683691528751231,6.430517353979152,4.477697548695498,0.2862234926333529,0.4176033847577143,0.3802008980162904,0.026092667659470527,0.03667336239033401,0.04481465449035189,0.05352093225554294,0.06391685642856215,0.07640241073394402,0.0931204703345157,0.11763045511538145,0.16090697447219604,0.3269212161197179,0.8015378823333487,19.3925170898438,92414161,2304.8365453172223,1727.154072570011,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,2009,national,FIES,national,2009,income,3,2003 - 2018,2.15,0.11290484866833328,0.024682927549545295,0.00811389736968046,0.03050689922272376,7.545677698484226,4.84498816925118,0.359809159919811,0.46309385589374763,0.43174580451643413,0.021534055801819975,0.03156292713267746,0.039479976858649145,0.0481317997549917,0.05844230376921572,0.07138498608034988,0.08887596103784878,0.11511426159946264,0.16289888805285335,0.36257483991211914,0.8015378823333487,19.3925170898438,92414161,2304.8365453172223,1727.154072570011,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,2012,national,FIES,national,2012,consumption,3,2003 - 2018,2.15,0.12485543788866006,0.025808801328968792,0.00807391894708103,0.03141424865736641,6.3335894844218075,4.381147288969932,0.2932261387760869,0.4222432950474153,0.38825174523808104,0.025459638568578538,0.035928173880353985,0.04416727419664015,0.05291032971313325,0.06327565789386672,0.0761334776562951,0.09327309950523288,0.11812026770503975,0.16134292288845764,0.3293891579924373,0.8974876909881748,19.3925170898438,97212639,2610.9677684143708,1917.33477804656,FALSE,micro,survey
East Asia & Pacific,EAP,Philippines,PHL,2012,national,FIES,national,2012,income,3,2003 - 2018,2.15,0.10938922033837621,0.024167237931259623,0.007990514453386569,0.02983987885902637,7.729010779615386,4.9582516085963055,0.3623117303556894,0.46492898331721244,0.43934870489394917,0.021131690950430337,0.0311500761592117,0.03908343401855591,0.04766873257741698,0.05804204786364722,0.07146658165457725,0.08924460301446635,0.11537980239622148,0.16408839962125832,0.3627446317441997,0.8974876909881748,19.3925170898438,97212639,2610.9677684143708,1917.33477804656,FALSE,micro,survey
